	read depth	percent tips shuffles	fold tips subset	fold shuffle	fold depth	fold evaluation	metric	score
5279	2000000	0.75	0	0	5	9	ROC-AUC	0.841708580046581
5280	2000000	0.75	0	0	6	0	PR-AUC	0.7426106435709242
5281	2000000	0.75	0	0	6	0	ROC-AUC	0.8502618552106491
5282	2000000	0.75	0	0	6	1	PR-AUC	0.7519413480952374
5283	2000000	0.75	0	0	6	1	ROC-AUC	0.8659331554116004
5284	2000000	0.75	0	0	6	2	PR-AUC	0.7379758725859671
5285	2000000	0.75	0	0	6	2	ROC-AUC	0.8563839597365498
5286	2000000	0.75	0	0	6	3	PR-AUC	0.7518058797867683
5287	2000000	0.75	0	0	6	3	ROC-AUC	0.8668730008990894
5288	2000000	0.75	0	0	6	4	PR-AUC	0.7104949578109858
5289	2000000	0.75	0	0	6	4	ROC-AUC	0.8373342180741693
5290	2000000	0.75	0	0	6	5	PR-AUC	0.765564141724946
5291	2000000	0.75	0	0	6	5	ROC-AUC	0.873235007998704
5292	2000000	0.75	0	0	6	6	PR-AUC	0.7246426497422657
5293	2000000	0.75	0	0	6	6	ROC-AUC	0.8339047349438286
5294	2000000	0.75	0	0	6	7	PR-AUC	0.7503939752301765
5295	2000000	0.75	0	0	6	7	ROC-AUC	0.8622377471214898
5296	2000000	0.75	0	0	6	8	PR-AUC	0.7766554803110385
5297	2000000	0.75	0	0	6	8	ROC-AUC	0.8805037771881291
5298	2000000	0.75	0	0	6	9	PR-AUC	0.7235602903010202
5299	2000000	0.75	0	0	6	9	ROC-AUC	0.8428835501258761
5300	2000000	0.75	0	0	7	0	PR-AUC	0.7388662221775472
5301	2000000	0.75	0	0	7	0	ROC-AUC	0.8507899123221864
5302	2000000	0.75	0	0	7	1	PR-AUC	0.7977041854311703
5303	2000000	0.75	0	0	7	1	ROC-AUC	0.8840364408824536
5304	2000000	0.75	0	0	7	2	PR-AUC	0.7608775647826299
5305	2000000	0.75	0	0	7	2	ROC-AUC	0.8602058473861165
5306	2000000	0.75	0	0	7	3	PR-AUC	0.7576267375031162
5307	2000000	0.75	0	0	7	3	ROC-AUC	0.8667253357044662
5308	2000000	0.75	0	0	7	4	PR-AUC	0.7678220826720051
5309	2000000	0.75	0	0	7	4	ROC-AUC	0.8787415560784844
5310	2000000	0.75	0	0	7	5	PR-AUC	0.796364483311193
5311	2000000	0.75	0	0	7	5	ROC-AUC	0.8898299197366585
5312	2000000	0.75	0	0	7	6	PR-AUC	0.7453181318300345
5313	2000000	0.75	0	0	7	6	ROC-AUC	0.8556609654871369
5314	2000000	0.75	0	0	7	7	PR-AUC	0.7600725517931926
5315	2000000	0.75	0	0	7	7	ROC-AUC	0.878111616261574
5316	2000000	0.75	0	0	7	8	PR-AUC	0.7379730483208461
5317	2000000	0.75	0	0	7	8	ROC-AUC	0.8589439305587859
5318	2000000	0.75	0	0	7	9	PR-AUC	0.7490241442437559
5319	2000000	0.75	0	0	7	9	ROC-AUC	0.8563348820468812
5320	2000000	0.75	0	0	8	0	PR-AUC	0.7310382761918598
5321	2000000	0.75	0	0	8	0	ROC-AUC	0.8545681974047613
5322	2000000	0.75	0	0	8	1	PR-AUC	0.760277957032351
5323	2000000	0.75	0	0	8	1	ROC-AUC	0.8621049917092654
5324	2000000	0.75	0	0	8	2	PR-AUC	0.7538955454362316
5325	2000000	0.75	0	0	8	2	ROC-AUC	0.8626093151831583
5326	2000000	0.75	0	0	8	3	PR-AUC	0.7519190520175164
5327	2000000	0.75	0	0	8	3	ROC-AUC	0.8659591341485289
5328	2000000	0.75	0	0	8	4	PR-AUC	0.7347955194528212
5329	2000000	0.75	0	0	8	4	ROC-AUC	0.8550433472455525
5330	2000000	0.75	0	0	8	5	PR-AUC	0.6896679400915193
5331	2000000	0.75	0	0	8	5	ROC-AUC	0.8212994719545113
5332	2000000	0.75	0	0	8	6	PR-AUC	0.741349852157624
5333	2000000	0.75	0	0	8	6	ROC-AUC	0.8600480377721106
5334	2000000	0.75	0	0	8	7	PR-AUC	0.7060848779475434
5335	2000000	0.75	0	0	8	7	ROC-AUC	0.8302223656269394
5336	2000000	0.75	0	0	8	8	PR-AUC	0.7424343933647578
5337	2000000	0.75	0	0	8	8	ROC-AUC	0.8532335141174924
5338	2000000	0.75	0	0	8	9	PR-AUC	0.728776902402711
5339	2000000	0.75	0	0	8	9	ROC-AUC	0.8520551855627092
5340	2000000	0.75	0	0	9	0	PR-AUC	0.7166715272186789
5341	2000000	0.75	0	0	9	0	ROC-AUC	0.8420103318887454
5342	2000000	0.75	0	0	9	1	PR-AUC	0.7229690808734638
5343	2000000	0.75	0	0	9	1	ROC-AUC	0.8402728468132353
5344	2000000	0.75	0	0	9	2	PR-AUC	0.7308900892163113
5345	2000000	0.75	0	0	9	2	ROC-AUC	0.8515142982185955
5346	2000000	0.75	0	0	9	3	PR-AUC	0.6938345491448992
5347	2000000	0.75	0	0	9	3	ROC-AUC	0.8192457326131541
5348	2000000	0.75	0	0	9	4	PR-AUC	0.7504146613687155
5349	2000000	0.75	0	0	9	4	ROC-AUC	0.8537018242555526
5350	2000000	0.75	0	0	9	5	PR-AUC	0.6955033737872133
5351	2000000	0.75	0	0	9	5	ROC-AUC	0.8317791985441332
5352	2000000	0.75	0	0	9	6	PR-AUC	0.7057637818962199
5353	2000000	0.75	0	0	9	6	ROC-AUC	0.8359874975697332
5354	2000000	0.75	0	0	9	7	PR-AUC	0.7112249313310411
5355	2000000	0.75	0	0	9	7	ROC-AUC	0.8371534913092141
5356	2000000	0.75	0	0	9	8	PR-AUC	0.7294793927639853
5357	2000000	0.75	0	0	9	8	ROC-AUC	0.8420719418073995
5358	2000000	0.75	0	0	9	9	PR-AUC	0.7561442295338044
5359	2000000	0.75	0	0	9	9	ROC-AUC	0.8599269561789648
5360	500000	0.75	0	0	0	0	PR-AUC	0.6327964951566329
5361	500000	0.75	0	0	0	0	ROC-AUC	0.7780821804312396
5362	500000	0.75	0	0	0	1	PR-AUC	0.6677464074490026
5363	500000	0.75	0	0	0	1	ROC-AUC	0.8102167904410792
5364	500000	0.75	0	0	0	2	PR-AUC	0.6344854645146086
5365	500000	0.75	0	0	0	2	ROC-AUC	0.773648629299514
5366	500000	0.75	0	0	0	3	PR-AUC	0.6172628586846515
5367	500000	0.75	0	0	0	3	ROC-AUC	0.7717392552757971
5368	500000	0.75	0	0	0	4	PR-AUC	0.6666058582293358
5369	500000	0.75	0	0	0	4	ROC-AUC	0.8147002654958042
5370	500000	0.75	0	0	0	5	PR-AUC	0.6745365525084818
5371	500000	0.75	0	0	0	5	ROC-AUC	0.8122143270873496
5372	500000	0.75	0	0	0	6	PR-AUC	0.6676621743545366
5373	500000	0.75	0	0	0	6	ROC-AUC	0.8090018585679865
5374	500000	0.75	0	0	0	7	PR-AUC	0.6680396268381567
5375	500000	0.75	0	0	0	7	ROC-AUC	0.8094629786277309
5376	500000	0.75	0	0	0	8	PR-AUC	0.6447907309097652
5377	500000	0.75	0	0	0	8	ROC-AUC	0.7904257103553219
5378	500000	0.75	0	0	0	9	PR-AUC	0.6403350863289224
5379	500000	0.75	0	0	0	9	ROC-AUC	0.7860444197812219
5380	500000	0.75	0	0	1	0	PR-AUC	0.632923303891097
5381	500000	0.75	0	0	1	0	ROC-AUC	0.7739229077083878
5382	500000	0.75	0	0	1	1	PR-AUC	0.6006562845728167
5383	500000	0.75	0	0	1	1	ROC-AUC	0.7621855043016357
5384	500000	0.75	0	0	1	2	PR-AUC	0.636604711671918
5385	500000	0.75	0	0	1	2	ROC-AUC	0.783420560859537
5386	500000	0.75	0	0	1	3	PR-AUC	0.6072503509514808
5387	500000	0.75	0	0	1	3	ROC-AUC	0.7768776676867608
5388	500000	0.75	0	0	1	4	PR-AUC	0.6538895859612625
5389	500000	0.75	0	0	1	4	ROC-AUC	0.797178096696447
5390	500000	0.75	0	0	1	5	PR-AUC	0.6506582739918132
5391	500000	0.75	0	0	1	5	ROC-AUC	0.7932373740098955
5392	500000	0.75	0	0	1	6	PR-AUC	0.6218673871060959
5393	500000	0.75	0	0	1	6	ROC-AUC	0.7645277959873615
5394	500000	0.75	0	0	1	7	PR-AUC	0.5626427293123527
5395	500000	0.75	0	0	1	7	ROC-AUC	0.718473366960942
5396	500000	0.75	0	0	1	8	PR-AUC	0.6067246769597127
5397	500000	0.75	0	0	1	8	ROC-AUC	0.7660438742602954
5398	500000	0.75	0	0	1	9	PR-AUC	0.5767045472086595
5399	500000	0.75	0	0	1	9	ROC-AUC	0.744885002879343
5400	500000	0.75	0	0	2	0	PR-AUC	0.6665287097478223
5401	500000	0.75	0	0	2	0	ROC-AUC	0.7956181849245412
5402	500000	0.75	0	0	2	1	PR-AUC	0.608498757277853
5403	500000	0.75	0	0	2	1	ROC-AUC	0.7521559111754458
5404	500000	0.75	0	0	2	2	PR-AUC	0.6214008435720709
5405	500000	0.75	0	0	2	2	ROC-AUC	0.7750764952548305
5406	500000	0.75	0	0	2	3	PR-AUC	0.6856884679011331
5407	500000	0.75	0	0	2	3	ROC-AUC	0.8124027481472079
5408	500000	0.75	0	0	2	4	PR-AUC	0.6196598343002079
5409	500000	0.75	0	0	2	4	ROC-AUC	0.7652166581865449
5410	500000	0.75	0	0	2	5	PR-AUC	0.6765234723018186
5411	500000	0.75	0	0	2	5	ROC-AUC	0.8002538023471892
5412	500000	0.75	0	0	2	6	PR-AUC	0.6304822985039412
5413	500000	0.75	0	0	2	6	ROC-AUC	0.7731156164846386
5414	500000	0.75	0	0	2	7	PR-AUC	0.6843645518170073
5415	500000	0.75	0	0	2	7	ROC-AUC	0.8161562029022855
5416	500000	0.75	0	0	2	8	PR-AUC	0.6938852618438073
5417	500000	0.75	0	0	2	8	ROC-AUC	0.8283368632709353
5418	500000	0.75	0	0	2	9	PR-AUC	0.6715892245102261
5419	500000	0.75	0	0	2	9	ROC-AUC	0.7971330568023297
5420	500000	0.75	0	0	3	0	PR-AUC	0.611304228510539
5421	500000	0.75	0	0	3	0	ROC-AUC	0.7596823068664799
5422	500000	0.75	0	0	3	1	PR-AUC	0.6103646231313649
5423	500000	0.75	0	0	3	1	ROC-AUC	0.7539603266053554
5424	500000	0.75	0	0	3	2	PR-AUC	0.6430553778115897
5425	500000	0.75	0	0	3	2	ROC-AUC	0.7789279808193891
5426	500000	0.75	0	0	3	3	PR-AUC	0.6171419026192954
5427	500000	0.75	0	0	3	3	ROC-AUC	0.754182728250043
5428	500000	0.75	0	0	3	4	PR-AUC	0.5809299631850595
5429	500000	0.75	0	0	3	4	ROC-AUC	0.7437557864475653
5430	500000	0.75	0	0	3	5	PR-AUC	0.593464033885322
5431	500000	0.75	0	0	3	5	ROC-AUC	0.7576469544221526
5432	500000	0.75	0	0	3	6	PR-AUC	0.6007457672789996
5433	500000	0.75	0	0	3	6	ROC-AUC	0.7475238841868067
5434	500000	0.75	0	0	3	7	PR-AUC	0.5954920185382157
5435	500000	0.75	0	0	3	7	ROC-AUC	0.7440096176484664
5436	500000	0.75	0	0	3	8	PR-AUC	0.6352987172199749
5437	500000	0.75	0	0	3	8	ROC-AUC	0.7847360812800986
5438	500000	0.75	0	0	3	9	PR-AUC	0.6050872092250271
5439	500000	0.75	0	0	3	9	ROC-AUC	0.7595277159959006
5440	500000	0.75	0	0	4	0	PR-AUC	0.5569500056101719
5441	500000	0.75	0	0	4	0	ROC-AUC	0.7174250835230281
5442	500000	0.75	0	0	4	1	PR-AUC	0.5340182382122017
5443	500000	0.75	0	0	4	1	ROC-AUC	0.7152930047782279
5444	500000	0.75	0	0	4	2	PR-AUC	0.5947718473395909
5445	500000	0.75	0	0	4	2	ROC-AUC	0.7516000372998288
5446	500000	0.75	0	0	4	3	PR-AUC	0.5771882881059146
5447	500000	0.75	0	0	4	3	ROC-AUC	0.738782627839155
5448	500000	0.75	0	0	4	4	PR-AUC	0.6033284501929908
5449	500000	0.75	0	0	4	4	ROC-AUC	0.7345498619219276
5450	500000	0.75	0	0	4	5	PR-AUC	0.605144178714708
5451	500000	0.75	0	0	4	5	ROC-AUC	0.7721387054094234
5452	500000	0.75	0	0	4	6	PR-AUC	0.6050638021963807
5453	500000	0.75	0	0	4	6	ROC-AUC	0.7609971509959176
5454	500000	0.75	0	0	4	7	PR-AUC	0.5633119771726721
5455	500000	0.75	0	0	4	7	ROC-AUC	0.747736267959486
5456	500000	0.75	0	0	4	8	PR-AUC	0.5770206563745243
5457	500000	0.75	0	0	4	8	ROC-AUC	0.7296769232758273
5458	500000	0.75	0	0	4	9	PR-AUC	0.5726537635097372
5459	500000	0.75	0	0	4	9	ROC-AUC	0.7362957048346429
5460	500000	0.75	0	0	5	0	PR-AUC	0.6388055831332339
5461	500000	0.75	0	0	5	0	ROC-AUC	0.7851028175070306
5462	500000	0.75	0	0	5	1	PR-AUC	0.630190944100071
5463	500000	0.75	0	0	5	1	ROC-AUC	0.7744551386680261
5464	500000	0.75	0	0	5	2	PR-AUC	0.609337002873151
5465	500000	0.75	0	0	5	2	ROC-AUC	0.7652766717398639
5466	500000	0.75	0	0	5	3	PR-AUC	0.602303473636013
5467	500000	0.75	0	0	5	3	ROC-AUC	0.7703539094226689
5468	500000	0.75	0	0	5	4	PR-AUC	0.6374807030377413
5469	500000	0.75	0	0	5	4	ROC-AUC	0.7880519658531181
5470	500000	0.75	0	0	5	5	PR-AUC	0.6362395724016232
5471	500000	0.75	0	0	5	5	ROC-AUC	0.7807371961387227
5472	500000	0.75	0	0	5	6	PR-AUC	0.6704182985858952
5473	500000	0.75	0	0	5	6	ROC-AUC	0.8054678741160117
5474	500000	0.75	0	0	5	7	PR-AUC	0.6506072838530538
5475	500000	0.75	0	0	5	7	ROC-AUC	0.7824075082553325
5476	500000	0.75	0	0	5	8	PR-AUC	0.6173388203666725
5477	500000	0.75	0	0	5	8	ROC-AUC	0.7786947806536876
5478	500000	0.75	0	0	5	9	PR-AUC	0.6566907216961946
5479	500000	0.75	0	0	5	9	ROC-AUC	0.8011560003846503
5480	500000	0.75	0	0	6	0	PR-AUC	0.5673330703601458
5481	500000	0.75	0	0	6	0	ROC-AUC	0.7352722500590931
5482	500000	0.75	0	0	6	1	PR-AUC	0.570134690923047
5483	500000	0.75	0	0	6	1	ROC-AUC	0.7385089843050127
5484	500000	0.75	0	0	6	2	PR-AUC	0.5730145920890176
5485	500000	0.75	0	0	6	2	ROC-AUC	0.7389274347857452
5486	500000	0.75	0	0	6	3	PR-AUC	0.5455225087300103
5487	500000	0.75	0	0	6	3	ROC-AUC	0.7218272740334045
5488	500000	0.75	0	0	6	4	PR-AUC	0.5772765059781517
5489	500000	0.75	0	0	6	4	ROC-AUC	0.7484547667652062
5490	500000	0.75	0	0	6	5	PR-AUC	0.5380098883940901
5491	500000	0.75	0	0	6	5	ROC-AUC	0.7106073937208991
5492	500000	0.75	0	0	6	6	PR-AUC	0.5934015815479706
5493	500000	0.75	0	0	6	6	ROC-AUC	0.7444447345738987
5494	500000	0.75	0	0	6	7	PR-AUC	0.5715013816876658
5495	500000	0.75	0	0	6	7	ROC-AUC	0.7399698859155824
5496	500000	0.75	0	0	6	8	PR-AUC	0.5782219003034667
5497	500000	0.75	0	0	6	8	ROC-AUC	0.7502260928611952
5498	500000	0.75	0	0	6	9	PR-AUC	0.5951535365869907
5499	500000	0.75	0	0	6	9	ROC-AUC	0.7534195237794328
5500	500000	0.75	0	0	7	0	PR-AUC	0.551359357502785
5501	500000	0.75	0	0	7	0	ROC-AUC	0.7321501811828605
5502	500000	0.75	0	0	7	1	PR-AUC	0.5900848948459841
5503	500000	0.75	0	0	7	1	ROC-AUC	0.7373493968304426
5504	500000	0.75	0	0	7	2	PR-AUC	0.5928703058292705
5505	500000	0.75	0	0	7	2	ROC-AUC	0.7483141108275739
5506	500000	0.75	0	0	7	3	PR-AUC	0.6113196437926844
5507	500000	0.75	0	0	7	3	ROC-AUC	0.7614600240227859
5508	500000	0.75	0	0	7	4	PR-AUC	0.6135890132682599
5509	500000	0.75	0	0	7	4	ROC-AUC	0.7759396008243783
5510	500000	0.75	0	0	7	5	PR-AUC	0.5646344230972263
5511	500000	0.75	0	0	7	5	ROC-AUC	0.7167598150819893
5512	500000	0.75	0	0	7	6	PR-AUC	0.564769151588171
5513	500000	0.75	0	0	7	6	ROC-AUC	0.7350177152789689
5514	500000	0.75	0	0	7	7	PR-AUC	0.5662013569594629
5515	500000	0.75	0	0	7	7	ROC-AUC	0.736254170577132
5516	500000	0.75	0	0	7	8	PR-AUC	0.5903145197035601
5517	500000	0.75	0	0	7	8	ROC-AUC	0.7541179061111937
5518	500000	0.75	0	0	7	9	PR-AUC	0.5674898281763229
5519	500000	0.75	0	0	7	9	ROC-AUC	0.7475268789011388
5520	500000	0.75	0	0	8	0	PR-AUC	0.6151631975779986
5521	500000	0.75	0	0	8	0	ROC-AUC	0.7821251025956747
5522	500000	0.75	0	0	8	1	PR-AUC	0.5981284169169353
5523	500000	0.75	0	0	8	1	ROC-AUC	0.7677466389719186
5524	500000	0.75	0	0	8	2	PR-AUC	0.6119688464731795
5525	500000	0.75	0	0	8	2	ROC-AUC	0.7692256937397564
5526	500000	0.75	0	0	8	3	PR-AUC	0.5966856594835731
5527	500000	0.75	0	0	8	3	ROC-AUC	0.7674021103233382
5528	500000	0.75	0	0	8	4	PR-AUC	0.5937997012258196
5529	500000	0.75	0	0	8	4	ROC-AUC	0.755638057603618
5530	500000	0.75	0	0	8	5	PR-AUC	0.615540974526707
5531	500000	0.75	0	0	8	5	ROC-AUC	0.7695972933652406
5532	500000	0.75	0	0	8	6	PR-AUC	0.5840616720909804
5533	500000	0.75	0	0	8	6	ROC-AUC	0.7605113457443577
5534	500000	0.75	0	0	8	7	PR-AUC	0.6619287137793847
5535	500000	0.75	0	0	8	7	ROC-AUC	0.7852095717716763
5536	500000	0.75	0	0	8	8	PR-AUC	0.6459965683449249
5537	500000	0.75	0	0	8	8	ROC-AUC	0.8026693600162895
5538	500000	0.75	0	0	8	9	PR-AUC	0.6181092521146452
5539	500000	0.75	0	0	8	9	ROC-AUC	0.7621926064937123
5540	500000	0.75	0	0	9	0	PR-AUC	0.6482871501505506
5541	500000	0.75	0	0	9	0	ROC-AUC	0.7963244369836531
5542	500000	0.75	0	0	9	1	PR-AUC	0.6138805483978135
5543	500000	0.75	0	0	9	1	ROC-AUC	0.7597162195439063
5544	500000	0.75	0	0	9	2	PR-AUC	0.599098585647785
5545	500000	0.75	0	0	9	2	ROC-AUC	0.7615411029540287
5546	500000	0.75	0	0	9	3	PR-AUC	0.6132826296224165
5547	500000	0.75	0	0	9	3	ROC-AUC	0.7601980721004881
5548	500000	0.75	0	0	9	4	PR-AUC	0.59682694219274
5549	500000	0.75	0	0	9	4	ROC-AUC	0.7350375025292376
5550	500000	0.75	0	0	9	5	PR-AUC	0.6065642621436438
5551	500000	0.75	0	0	9	5	ROC-AUC	0.7556693829438589
5552	500000	0.75	0	0	9	6	PR-AUC	0.6031034842170075
5553	500000	0.75	0	0	9	6	ROC-AUC	0.7501456013903098
5554	500000	0.75	0	0	9	7	PR-AUC	0.6230027804448149
5555	500000	0.75	0	0	9	7	ROC-AUC	0.7600888623464449
5556	500000	0.75	0	0	9	8	PR-AUC	0.5818741179087922
5557	500000	0.75	0	0	9	8	ROC-AUC	0.7374198099316231
5558	500000	0.75	0	0	9	9	PR-AUC	0.6385725707915217
5559	500000	0.75	0	0	9	9	ROC-AUC	0.7747698509152854
5560	200000	0.75	0	0	0	0	PR-AUC	0.6041889031243455
5561	200000	0.75	0	0	0	0	ROC-AUC	0.7591310942466422
5562	200000	0.75	0	0	0	1	PR-AUC	0.5867496432175846
5563	200000	0.75	0	0	0	1	ROC-AUC	0.7589393983614428
5564	200000	0.75	0	0	0	2	PR-AUC	0.5781745466167293
5565	200000	0.75	0	0	0	2	ROC-AUC	0.7329095998680741
5566	200000	0.75	0	0	0	3	PR-AUC	0.6072982166787915
5567	200000	0.75	0	0	0	3	ROC-AUC	0.7680158966930196
5568	200000	0.75	0	0	0	4	PR-AUC	0.590498721978134
5569	200000	0.75	0	0	0	4	ROC-AUC	0.7412788985653641
5570	200000	0.75	0	0	0	5	PR-AUC	0.5808174381974518
5571	200000	0.75	0	0	0	5	ROC-AUC	0.7447754738647651
5572	200000	0.75	0	0	0	6	PR-AUC	0.6018277778236355
5573	200000	0.75	0	0	0	6	ROC-AUC	0.7680703069507778
5574	200000	0.75	0	0	0	7	PR-AUC	0.5442455348522169
5575	200000	0.75	0	0	0	7	ROC-AUC	0.7161679463547183
5576	200000	0.75	0	0	0	8	PR-AUC	0.6035063454628617
5577	200000	0.75	0	0	0	8	ROC-AUC	0.7705037102517935
5578	200000	0.75	0	0	0	9	PR-AUC	0.6063621290988511
5579	200000	0.75	0	0	0	9	ROC-AUC	0.7640195624107048
5580	200000	0.75	0	0	1	0	PR-AUC	0.528149372237127
5581	200000	0.75	0	0	1	0	ROC-AUC	0.6787891417533283
5582	200000	0.75	0	0	1	1	PR-AUC	0.5224996049953581
5583	200000	0.75	0	0	1	1	ROC-AUC	0.668617338229875
5584	200000	0.75	0	0	1	2	PR-AUC	0.5756882326337677
5585	200000	0.75	0	0	1	2	ROC-AUC	0.7180332723076258
5586	200000	0.75	0	0	1	3	PR-AUC	0.5516394625451314
5587	200000	0.75	0	0	1	3	ROC-AUC	0.7047894899535684
5588	200000	0.75	0	0	1	4	PR-AUC	0.5365359850318379
5589	200000	0.75	0	0	1	4	ROC-AUC	0.6997133003326391
5590	200000	0.75	0	0	1	5	PR-AUC	0.5750600754932038
5591	200000	0.75	0	0	1	5	ROC-AUC	0.7376857511345435
5592	200000	0.75	0	0	1	6	PR-AUC	0.6051340505798114
5593	200000	0.75	0	0	1	6	ROC-AUC	0.7375021005427592
5594	200000	0.75	0	0	1	7	PR-AUC	0.5457644654879453
5595	200000	0.75	0	0	1	7	ROC-AUC	0.6958576325841762
5596	200000	0.75	0	0	1	8	PR-AUC	0.5337686232365622
5597	200000	0.75	0	0	1	8	ROC-AUC	0.6709017368603796
5598	200000	0.75	0	0	1	9	PR-AUC	0.5372942451261161
5599	200000	0.75	0	0	1	9	ROC-AUC	0.6856824507483079
5600	200000	0.75	0	0	2	0	PR-AUC	0.5473462451203003
5601	200000	0.75	0	0	2	0	ROC-AUC	0.7042014059270992
5602	200000	0.75	0	0	2	1	PR-AUC	0.5604674676517142
5603	200000	0.75	0	0	2	1	ROC-AUC	0.7129339050930322
5604	200000	0.75	0	0	2	2	PR-AUC	0.5327120786796536
5605	200000	0.75	0	0	2	2	ROC-AUC	0.6775538407897805
5606	200000	0.75	0	0	2	3	PR-AUC	0.5214083833777216
5607	200000	0.75	0	0	2	3	ROC-AUC	0.6827037321476103
5608	200000	0.75	0	0	2	4	PR-AUC	0.5292004507084075
5609	200000	0.75	0	0	2	4	ROC-AUC	0.6936432516303596
5610	200000	0.75	0	0	2	5	PR-AUC	0.5587806765596985
5611	200000	0.75	0	0	2	5	ROC-AUC	0.7145515545034075
5612	200000	0.75	0	0	2	6	PR-AUC	0.5075121327558113
5613	200000	0.75	0	0	2	6	ROC-AUC	0.6375162192080194
5614	200000	0.75	0	0	2	7	PR-AUC	0.5307216313938027
5615	200000	0.75	0	0	2	7	ROC-AUC	0.6905378336615747
5616	200000	0.75	0	0	2	8	PR-AUC	0.5287519352559126
5617	200000	0.75	0	0	2	8	ROC-AUC	0.6833498697133291
5618	200000	0.75	0	0	2	9	PR-AUC	0.5458990957267469
5619	200000	0.75	0	0	2	9	ROC-AUC	0.6890303149898864
5620	200000	0.75	0	0	3	0	PR-AUC	0.5526454314326825
5621	200000	0.75	0	0	3	0	ROC-AUC	0.7052527496314176
5622	200000	0.75	0	0	3	1	PR-AUC	0.5574588749815801
5623	200000	0.75	0	0	3	1	ROC-AUC	0.7225224508331486
5624	200000	0.75	0	0	3	2	PR-AUC	0.5679453503868405
5625	200000	0.75	0	0	3	2	ROC-AUC	0.7306035619977248
5626	200000	0.75	0	0	3	3	PR-AUC	0.5596779290822552
5627	200000	0.75	0	0	3	3	ROC-AUC	0.7333360184130209
5628	200000	0.75	0	0	3	4	PR-AUC	0.5439271805064781
5629	200000	0.75	0	0	3	4	ROC-AUC	0.7183921826286895
5630	200000	0.75	0	0	3	5	PR-AUC	0.5632090120864749
5631	200000	0.75	0	0	3	5	ROC-AUC	0.7200220113952267
5632	200000	0.75	0	0	3	6	PR-AUC	0.5554583846788302
5633	200000	0.75	0	0	3	6	ROC-AUC	0.7113049675792468
5634	200000	0.75	0	0	3	7	PR-AUC	0.5138385910350942
5635	200000	0.75	0	0	3	7	ROC-AUC	0.6950583292965846
5636	200000	0.75	0	0	3	8	PR-AUC	0.5828971434082496
5637	200000	0.75	0	0	3	8	ROC-AUC	0.7324373678856175
5638	200000	0.75	0	0	3	9	PR-AUC	0.5712924679542924
5639	200000	0.75	0	0	3	9	ROC-AUC	0.7309231842064535
5640	200000	0.75	0	0	4	0	PR-AUC	0.5549178452864983
5641	200000	0.75	0	0	4	0	ROC-AUC	0.715734448255953
5642	200000	0.75	0	0	4	1	PR-AUC	0.6318095100795639
5643	200000	0.75	0	0	4	1	ROC-AUC	0.7797377033811902
5644	200000	0.75	0	0	4	2	PR-AUC	0.5733077865114075
5645	200000	0.75	0	0	4	2	ROC-AUC	0.7321951490551197
5646	200000	0.75	0	0	4	3	PR-AUC	0.6158888375160353
5647	200000	0.75	0	0	4	3	ROC-AUC	0.764711437305265
5648	200000	0.75	0	0	4	4	PR-AUC	0.6030773359609772
5649	200000	0.75	0	0	4	4	ROC-AUC	0.7529991167033611
5650	200000	0.75	0	0	4	5	PR-AUC	0.6072192498357466
5651	200000	0.75	0	0	4	5	ROC-AUC	0.7507275095530698
5652	200000	0.75	0	0	4	6	PR-AUC	0.630957080268367
5653	200000	0.75	0	0	4	6	ROC-AUC	0.7811113672637348
5654	200000	0.75	0	0	4	7	PR-AUC	0.6774443322293923
5655	200000	0.75	0	0	4	7	ROC-AUC	0.8029051101794584
5656	200000	0.75	0	0	4	8	PR-AUC	0.5928746578640648
5657	200000	0.75	0	0	4	8	ROC-AUC	0.7478130915036156
5658	200000	0.75	0	0	4	9	PR-AUC	0.5804759700107346
5659	200000	0.75	0	0	4	9	ROC-AUC	0.7448504078529137
5660	200000	0.75	0	0	5	0	PR-AUC	0.514505351415238
5661	200000	0.75	0	0	5	0	ROC-AUC	0.6812656784554837
5662	200000	0.75	0	0	5	1	PR-AUC	0.5120370481632928
5663	200000	0.75	0	0	5	1	ROC-AUC	0.6853747953677698
5664	200000	0.75	0	0	5	2	PR-AUC	0.536543688053335
5665	200000	0.75	0	0	5	2	ROC-AUC	0.6972030823135306
5666	200000	0.75	0	0	5	3	PR-AUC	0.5245964193208925
5667	200000	0.75	0	0	5	3	ROC-AUC	0.678212690395856
5668	200000	0.75	0	0	5	4	PR-AUC	0.5477988315906615
5669	200000	0.75	0	0	5	4	ROC-AUC	0.7182656035390768
5670	200000	0.75	0	0	5	5	PR-AUC	0.4940033302750965
5671	200000	0.75	0	0	5	5	ROC-AUC	0.6800953856631389
5672	200000	0.75	0	0	5	6	PR-AUC	0.5440836477987242
5673	200000	0.75	0	0	5	6	ROC-AUC	0.7049847090343763
5674	200000	0.75	0	0	5	7	PR-AUC	0.5600340966271867
5675	200000	0.75	0	0	5	7	ROC-AUC	0.7204899495542781
5676	200000	0.75	0	0	5	8	PR-AUC	0.527704324751793
5677	200000	0.75	0	0	5	8	ROC-AUC	0.700136131556372
5678	200000	0.75	0	0	5	9	PR-AUC	0.5387777260976244
5679	200000	0.75	0	0	5	9	ROC-AUC	0.701199945136097
5680	200000	0.75	0	0	6	0	PR-AUC	0.5932223063955968
5681	200000	0.75	0	0	6	0	ROC-AUC	0.7388568227651656
